id	qid	text
16831	L103814	vicārius, -a, -um: ordezkari; ordezko.
16832	L103815	vicārius, -i, m.: ordezkari; ordezkari militar; beste esklabo baten aginduetara dagoen esklabo; ordezko soldadu; bikario.
16833	L103816	vicātim, adb.: auzoz auzo, kalez kale; herrixkaka, barrutika.
16834	L103817	vice eta vicem: ikus vicis.
16835	L103818	vicēni, -ae, -a: bakoitzak hogei, hogeina; hogeinaka; hogei.
16836	L103819	vicēsimānus, -a, -um: hogeigarren legioko soldaduak.
16837	L103820	vicēsimārius, -a, -um: “hogeiren” izeneko zergari dagokion(a) (aurum v.: hogeiren-urrea [esklabo baten salmenta-prezioaren edo balioaren hogeirena]).
16838	L103821	vīcēsima, -ae, f.: hogeiren (salmenta-prezioaren hogeirena edo ehuneko bosta ordaintzen duen zerga).
16839	L103822	vīcēsimus, -a, -um: hogeiren.
16840	L103823	vīci: perf., ikus vinco
16841	L103824	vīcia, -ae, f.: zalke [landarea: Vicia sativa]
16842	L103825	vīciens[eta -iēs], adb.: hogei aldiz.
16843	L103826	vīcīna, -ae, f.: auzotar, auzokide [emakumezkoa].
16844	L103827	vīcīnālis, -e: auzoari dagokion(a), auzokideei dagokien(a), auzoko, auzoen arteko, auzo-arteko (bellum v.: auzo-arteko gerra).
16845	L103828	vīcīnia, -ae, eta vīcīnitās, -ātis,f.: auzo; auzokoak, auzokideak; gertutasun; antzekotasun.
16846	L103829	vīcīnum, -i, n.: gertutasun, auzotasun, hurbiltasun.
16847	L103830	vīcīnus, -a, -um: auzoko, gertuko, hurbil; berehalako; antzeko.
16848	L103831	vīcīnus, -i, m.: auzotar, auzokide [gizonezkoa]; 
16849	L103832	vicis [gen. sg.; ez dauka nom. sg.; ak. sg.: vicem;abl. sg.: vice; pl.: vices, vicibus], f.: txanda, aldi, bider, aukera, hautabide, alternatiba, aldaketa, aldakortasun, berritze, segida (ager pinguis tertia vice arabitur: lur oparoa hirugarren aldiz goldatuko da; solvitur acris hiems grata vice veris: badoa negu gogorra udaberriaren txanda edo itzulera atseginarekin; vice plus simplicis: behin baino gehiagotan; habet has vices conditio mortalium ut...: hilkorren izaerak halako hautabideak ditu non...; nox peragit vicem: gauak egunaren segida egiten du, gauak egunari jarraitzen dio; mutat terra vices: lurra berritu egiten da; moti Patres vice fortunarum humanarum: senatariak hunkiturik gizakien patuaren aldakortasunarekin; per vices: segidan; in vicem edo invicem, vicem, in vices: txandaka, berriz, bere aldetik; suam cuique vicem: bakoitza(ri) bere txandan, txandaka; in vices: segidan, bata bestearen segidan); elkarrekikotasun, ordainsari, ordainketa; zoria aldatze, zori; toki, postu, paper, orde (fungi vice Iovis: Jupiterren ordez ari izan); — [adberbio gisa] vicem: bezala (tuam vicem saepe doleo: batzuetan zu bezala atsekabetzen naiz; ne nostram vicem irascaris: ez zaitez haserretu gu bezala); in vicem: -en ordez, -en postua beteta.
16850	L103833	vicissim, adb.: txandaka, era berean, berriz, aitzitik, ordea, ordainean (accipere vicissimque reddere: hartu eta era berean ordainean eman; me praebebo tibi v. attentum auditorem: ni, berriz, nire aldetik, adi-adi izango natzaizu entzuten; hanc veniam petimusque damusque v.: aukera hori eskatzen dugu eta era berean ematen dugu ordainean).
16851	L103834	vicissitūdo, -inis, f.: gorabehera, aldaketa, segida, aukera.
16852	L103835	victima, -ae, f.: biktima, opagai, opari (sakrifizioan eskaintzen den animalia).
16853	L103836	victimārius, -i, m.: biktimario (aldarean sakrifiziorako prestatze-lanak egiten zituen apaiza).
16854	L103837	victito 1: bizi izan, elikatu (ficis: pikuz; bene libenter v.: ongi jan, gustuz jan).
16855	L103838	victor, -ōris, m.: irabazle, garaile (victorem reverti: garaile itzuli; victorem discedere: garaile suertatu).
16856	L103839	victōria, -ae, f.: garaipen, garaitze, irabazte (v. belli: gerra-garaipen; v. de Hannibale: Hanibali irabazte; victoriam exercere: garaipena sentiarazi; victoriam omittere: garaipenari ihes egiten utzi); garaitza, arrakasta.
16857	L103840	victōriātus, -i, m.: Victoriaren zilarrezko txanpon (Victoria jainkosaren irudia zuen eta bost asen baliokidea zen).
16858	L103841	victrix, -īcis, f.: garaile, irabazle [emakumezkoa].
16859	L103842	victus, -a, -um: pp., ikus vinco eta vivo
16860	L103843	victus, -ūs, m.: bizitza, bizimodu; elikagai, janari, mantenu.
16861	L103844	vīculus, -i, m.: herrixkatxo.
16862	L103845	vīcus, -i, m.: herrixka, toki; auzo; kale; abeltegi, basetxe, baserri, laborari-etxe, landa-onibar.
16863	L103846	videlicet, adb.: argi dago, noski, zalantzarik gabe, jakina (askotan ironiaz); hau da, hots, hain zuzen.
16864	L103847	viden? eta videsne?: ikusten duzu?, ikusten?.
16865	L103848	video, vīdi, vīsum 2: ikusi (quam longe videmus?: noraino ikusten dugu?; sensus videndi: ikusmena; visum processerant: ikustera joanak ziren); begiak irekita eduki, esna egon; jasan (aliquem videre non posse: norbait ezin jasan, ezinikusia izan norbaiti); begiratu, aintzakotzat hartu; fidatu (me vide: fida zaitez nitaz, honetan lagundu diezazuket); eredu gisa begiratu, begietsi norbait (quin tu me vides?: zergatik ez dituzu nigan jartzen begiak?); kontuz ibili, saiatu [ut edo ne non: -t(z)en, -t(z)eko, euskarazko subj.; ne: ez -t(z)en, ez -t(z)eko, ez + euskarazko subj.]; — vide ne baita... ere; agian; vide ne non: agian ez (vide, ne hoc verum sit: agian hau egia izango da; vide ne non satis sit: agian ez da nahikoa izango); gaitz bat jasan, onura batez gozatu (quam miseriam vidi!: hau miseria jasan dudana!; somnium non vidit: ez zuen loaz gozatu, ez zuen lorik egin); bi ak.-rekin (quem virum... Crassum vidimus!: a zer gizona ikusi dugun Krasorengan, nolako gizona miretsi dugun Krasorengan!) — Pas.: videor: ikusia izan, agertu (niveus videri: elur-antzeko agertu, elur-antzera ikusia izan); gisa azaldu, irudi izan, eman (ut imbelles timidique videamur: ergel eta lotsati gisa agertzen garela, ergelak eta lotsatiak ematen dugula, ergelak eta lotsatiak dirudigula); nom. eta inf.-arekin: ikusia izan, nabarmen izan (rex videtur usus esse misericordiā: nabarmena da edo ikusten da erregeak errukia izan zuela); uste izan (beate vixisse videor: uste dut pozik bizi izan naizela); iruditu (divitior mihi videtur esse vera amicitia: iruditzen zait benetako laguntasuna ederragoa dela); videtur[inperts.]: atsegin izan, egoki iritzi, ongi iruditu (quem videretur ei cum imperio mitteret: agintearekin bidal zezala egoki zeritzona).
16866	L103849	vidēsīs [vide si vis]:begiratu ea zer iruditzen zaizun.
16867	L103850	vīdi: perf., ikus video
16868	L103851	vidua, -ae, f.: alarguntsa; dontzeila, ezkongai.
16869	L103852	vidūitās, -ātis, f.: alarguntasun.
16870	L103853	viduo 1: -z gabetu, kendu; alargundu (viduata morte Domitii: Domizio hiltzean alargundua).
16871	L103854	viduus, -a, -um: -z gabetu(a), kendu(a), gabe(ko) (pectus viduum amoris: maitasunik gabeko bihotz bat); alargun; ezkongabe; abandonatu(a), bakarti (maitasunik gabea).
16872	L103855	vieo, —, -ētum 2: ehundu, txirikordatu, estekatu, lotu.
16873	L103856	viētus, -a, -um:zimel, higatu(a), maskal, zimur (senex v.: agure zimurra).
16874	L103857	vigeo, -ui, — 2: biziz, indarrez, sendotasunez, kemenez beteta egon; indar betean egon, loretan izan, boladan egon, loratu; bizirik egon, bizi izan.
16875	L103858	vigesco, —, — 3: indarra, kemena, sendotasuna hartu.
16876	L103859	vīgēsimus, -a, -um: ikus vicesimus.
16877	L103860	vigil, -ilis, m.: zaindari, zaintzaile, zentinela, gaueko zaindari, gauzain. — Adj.: zaindari, erne dagoen(a) (lucernae vigiles: lanpara piztuak; ignis v.: beti piztuta dagoen sua).
16878	L103861	vigilans, -antis: zaintzen duen(a), zaindari, erne dagoen(a), arretatsu.
16879	L103862	vigilanter, adb.: arretaz, arduraz, ernai, erne.
16880	L103863	vigilantia, -ae, f.: zaintze, arreta.
16881	L103864	vigilax, -ācis: beti zelatan dagoen(a), beti erne dagoen(a); loa galarazten duen(a).
16882	L103865	vigilia, -ae, f.: esna-aldi, esna egote; gaueko zaintzaldi; zaintzaldi [soldadutzan, gaua banatzen zen lau zatietako bakoitza]; zaintza, zaindaritza, jagoletza; zaindari, jagole, zaintza-postu; zaintze, jagote, zainketa, arreta, ardura, jarduera nekaezin; beila, gaubeila.
16883	L103866	vigilo 1: esna egon (ad multam noctem: gauean berandu arte); arduraz zaindu, jagon; gogoz aritu [dat.]; lorik egin gabe igaro (noctes vigilantur: lorik egin gabe igarotzen dira gauak).
16884	L103867	vīginti: hogei.
16885	L103868	vīgintīvir, -viri, m.: vigintiviratoko kide.
16886	L103869	vigintīvirātus, -ūs, m.: vigintivirato (hogei gizonek osaturiko batzordea, lurrak banatzeko ardura zuena).
16887	L103870	vigor, -ōris, m.: kemen, indar, sendotasun, bizitasun, energia.
16888	L103871	vīlica, -ae, f.: baserritar [emakumezkoa]; abeltegi bateko langileburuaren emazte.
16889	L103872	vīlico 1: etxalde bat gobernatu, baserria errentan eduki; baserritar izan, etxaldetar izan.
16890	L103873	vīlicus, -a, -um: landatar, landa-onibar bati dagokion(a); vīlicus, -i, m.: baserritar, etxaldetar; landetxe bateko errentari, abeltegi bateko langileburu, etxaldezain.
16891	L103874	vīlis, -e: merke; ezdeus, baztergarri, garrantzirik gabe(ko), aintzat ez hartzeko (pericula vilia habere: aintzat ez hartzekotzat eduki arriskuak, arriskuak gutxietsi; si tibi vile est mori: zuretzat garrantzirik gabekoa bada hiltzea, ez bazaizu axola hiltzea); arrunt, ohiko.
16892	L103875	vīlitās, -ātis, f.: merketasun; hutsaltasun, ezereztasun, ezdeustasun, hutsalkeria; gutxiespen, erdeinu.
16893	L103876	vīlius, adb.: merke; eredeinuz
16894	L103877	villa, -ae, f.: villa, landetxe; laket-etxe, landa-onibar. 
16895	L103878	villic-...: ikusvilic-...
16896	L103879	villōsus, -a, -um: bilotsu, iletsu, adasdun, tximaluze (leo: lehoi tximaluzea).
16897	L103880	villula, -ae, f.: landetxe txiki, landetxetxo, etxalde txiki, etxaldetxo.
16898	L103881	villum, -i, n.: ardotxo, ardo makal; ardo-zurrutadatxo.
16899	L103882	villus, -i, m.: bilo, ile; kalpar; artile.
16900	L103883	vīmen, -inis, n.: mihimen, zumitz; ihi; adar malgu; makila malgu; mihimenez egindako otarre, mihimenez egindako edozein objektu.
16901	L103884	vīmentum, -i, n.: mihimen-adarrak, adar malguak.
16902	L103885	vīminālis, -e: mihimenari dagokion(a), mihimenezko, mihimen-; malgu, okertzeko moduko, lotzeko moduko, lokarriak egiteko egoki.
16903	L103886	vīmineus, -a, -um: mihimenezko, mihimenez egin(a); malgu, okertzeko moduko, lotzeko moduko, lokarriak egiteko egoki.
16904	L103887	vīn? eta visne?: nahi duzu?.
16905	L103888	vīnāceus, -i, m.: mahats ale; mahats-azal, mahats-pats.
16906	L103889	vīnālia, -ium, n.: ardoaren jaiak (mahastiak loratzean, apirilaren 22an edo, eta mahats-bilketa garaian, abuztuaren 19an edo).
16907	L103890	vīnārium, -i, n.: ardo-anfora.
16908	L103891	vīnārius, -a, -um: ardoari dagokion(a), ardoaren, ardotarako, ardo-; vīnārius, -i, m.: ardo-saltzaile. 
16909	L103892	vincibilis, -e: irabazteko erraz (causa v.: erraz irabazteko moduko auzia).
16910	L103893	vincio, vinxi, vinctum 4: lotu, estekatu, inguratu, estutu (tempora floribus: lokiak lorez; alte suras cothurno v.: koturno garaia jantzi; manus post terga v.: eskuak bizkarrean lotu; membra orationis v.: esaldiko osagaiak lotu); behartu, kateatu, liluratu, xarmatu (animum alicuius donis: norbaiten gogoa dohainekin); trabatu, eutsi, menderatu (severis legibus: lege zorrotzekin); mugatu, zedarritu, murriztu; babestu, defendatu (oppida praesidiis: hiriak tropekin).
16911	L103894	vinclum: ikus vinculum.
16912	L103895	vinco, vīci, victum 3: irabazi, garaitu, garaile izan (Olympia: Olinpiako lasterketetan; iudicio v.: auzian irabazi; iudicium v.: auzia irabazi); menderatu, azpiratu, gainditu (vincunt aequora navitae: itsasgizonek itsaoa menderatzen dute; hostes crudalitate v.: krudeltasunean gainditu etsaiak); lortu (ramum: adaxka, hura erauzi, egiten duen erresistentzia gainditu); bete (horrea: aletegiak ale gehiago ez sartzeko moduan); apurtu (silentium: isiltasuna); ez utzi (spem: itxaropenik); frogatu, egiaztatu, erakutsi (vince hunc talia dixisse: froga ezazu hark hitz horiek esan dituela); arrazoia eduki, norberak nahi duena lortu, konbentzitu (vicisti: arrazoia daukazu; viceris: arrazoia eduki behar duzu; vincite: egin ezazue zeuena); saihestu (hoc vincite nefas: saihestu ezazue irain hau); — pas.: amore eman, etsi, errenditu; beharrezkotzat jo (vincor ut credam: sinetsi beharrean nago).
16913	L103896	vinctus, -a, -um: pp., ikus vincio
16914	L103897	vinculum, -i, n.: zinta, lokarri, begizta, lotura, uhal; lotura (propinquitatis: ahaidetasunezkoa; mollit pennarum vincula, ceras: argizaria, hegoen lotura, biguntzen du); [pl. bereziki]: kateak, girgiluak, preso baten lokarriak; presondegi, kartzela; egiteko atzeraezin eta beharrezkoak; amarrak, txikotak [itsasontzietan]
16915	L103898	vindēmia, -ae, f.: mahats-bilketa; mahats; ardo; uzta-bilketa.
16916	L103899	vindēmiātor, -ōris, m.: mahats-biltzaile.
16917	L103900	vindēmio 1: mahatsa bildu.
16918	L103901	vindēmiola, -ae, f.: mahats-bilketa txiki; salmenta urri, diru-sarrera eskas, dirutxo, aurrezkitxo.
16919	L103902	vindēmitor: ikus vindemiator.
16920	L103903	vindex, -icis, m. eta f.: fidatzaile, bermatzaile, defendatzaile, ordezkari, babesle; askatzaile, salbatzaile; mendekatzaile, zigortzaile.
16921	L103904	vindicātio, -ōnis, f.: erreibindikatze, hertsiki eskatze, aldarrikatze, erreibindikazio, erreklamazio; mendeku, zigor; defentsa.
16922	L103905	vindiciae, -ārum, f.: erreklamazio, demanda judizial (vindicias dicere secundum alterum eorum: auzitan den objektuaren jabetza alderdietako bati aldi baterako esleituz ebatzi erreklamazioa; vindicias dare secundum libertatem: aldi baterako asketzat deklaratu norbait).
16923	L103906	vindico 1: erreibindikatu, aldarrikatu (sponsam in libertatem: emaztearen askatasuna; vindi-catur Virginia spondentibus propinquis: Virginiaren askatasuna eskatzen da, ahaideak fidatzaile gisa agerturik); eskuratu, jabetu, -en jabe egin (suum: berea balitz bezala; v. ad se;v. sibi); askatu, aske utzi, askatasuna eman (v. aliquemin libertatem: norbait aske utzi, norbaiti askatasuna eman); ordaindu (damna: kalteak); mendekatu, zigortu (iniurias v.: irainak mendekatu; se ab edo de aliquo v.: norbaitez mendekatu; facinus v.: krimen bat zigortu; in socios v.: aliatuak zigortu);
16924	L103907	vindicta, -ae, f.: askatasun, askatze, salbazio; makila, askatasun-makila (libre uzten zen esklaboa hiru aldiz ukitzeko erabiltzen zena); mendeku, zigor.
16925	L103908	vīnea, -ae, f.: mahasti; mahatsondo; parrape (egurrezko etxola itxurako gerra-makina, gurpilduna, askotan abarrez edo zumitzez estalia, setiatu nahi zen hiriaren harresietara gerturatzeko erabiltzen zena, soldaduak parrapean bezala egurrezko egituraren azpian babesturik).
16926	L103909	vīnētum, -i, n.: mahasti.
16927	L103910	vīnitor, -ōris, m.: mahastizain, mahats-biltzaile.
16928	L103911	vīnolentia, -ae, f.: ardozalekeria, hordikeria.
16929	L103912	vinolentus, -a, -um: ardozale; mozkorti, hordi; ardoz nahasi(a).
16930	L103913	vīnōsus, -a, -um: ardozale, ardo askoko (convivia v.: ardo asko edaten den otorduak, ardo ugariko otorduak); ardoaren antzeko, ardo-itxurako.
16931	L103914	vīnum, -i, n.: ardo(album v.: ardo zuria; atrum v.: ardo beltza); ardoa edate (in vino ridere: ardoa edatean barre egitea); mahats-mordo, mahats-mulko; edari, likore (beste fruitu batzuena).
16932	L103915	vinxi: perf., ikus vincio
16933	L103916	viola, -ae, f.: bioleta [landarea]; bioleta-kolore, more.
16934	L103917	violābilis, -e: sentibera, hunkibera, zaurgarri; bortxatu daitekeen(a).
16935	L103918	violāceus, -a, -um: biolazeo, ubel, more argi.
16936	L103919	violārium, -i, n.: bioleta-leku (bioletak landatuta dauden tokia).
16937	L103920	violātio, -ōnis, f.: bortxaketa; profanazio.
16938	L103921	violātor, -ōris, m.: bortxatzaile; profanatzaile.
16939	L103922	violens, -entis: ikus violentus.
16940	L103923	violenter, adb.: bortizki, indar handiarekin, indarrez.
16941	L103924	violentia, -ae, f.: bortizkeria, oldar, kartsutasun, basatasun; indar, zorroztasun, gogortasun.
16942	L103925	violentus, -a, -um: bortitz, oldartsu, haserrekor; krudel, despotiko, tiraniko.
16943	L103926	violo 1: indarkeria erabili, bortxaz jokatu, gaizki tratatu, arpilatu; bortxatu [emakumea];profanatu; laidoztatu, iraindu (amicitiam: adiskidetasuna).
16944	L103927	vīpera, -ae, f.: sugegorri.
16945	L103928	vīpereus, -a, -um: sugegorriaren, sugegorri-.
16946	L103929	vīperīnus, -a, -um: ikus vipereus.
16947	L103930	vir, viri, m.: gizonezko; gizon; senar; har [animaliak]; adin nagusiko gizon [ez ume];gizon ospetsu, gizon handi, heroi; banako, pertsona, lagun; kide; — pl.: tropak, infanteriako soldaduak; gizakiak, biztanleak.
16948	L103931	virāgo, -inis, f.: gizon-itxurako emakume: emakume gerrari, heroi [emakumezkoa]; mari-mutil.
16949	L103932	virectum, -i, n.: belardi, berdetasun, belarrez estalitako toki.
16950	L103933	virens, -entis: berde; loretan den(a), mardul, fresko, gazte.
16951	L103934	vireo, —, — 2: berde izan, berdatu, berdez estali (pectora felle virent: behazun berdez beteta dago bularra); loratu, indartsu egon, mardul egon, sendo egon.
16952	L103935	viresco, -rui, — 3: berdatu; loratu; marduldu, edertu.
16953	L103936	virētum: ikus virectum.
16954	L103937	virga, -ae, f.: adar berde; kimu, altsuma; txerto, mentu; haga, makila, makulu; zartailu, zigor; zerrenda (zeruan edo soinekoan); erratz.
16955	L103938	virgātus, -a, -um: adar berdez egin(a), mihimenezko; zerrendadun, arraiadun.
16956	L103939	virgētum, -i, n.: zume [zuhaixka].
16957	L103940	virgeus, -a, -um: mihimenezko, ihizko, adar malguz egin(a) (flamma v.: adar piztuak, adar piztuen garra).
16958	L103941	virginālis, -e: birjinen, birjinaren, birjina-, dontzeilen, dontzeilaren, dontzeila-, neskasoen, neskasoaren, neskaso-; -e, -is, n.: birjintasun.
16959	L103942	virgineus, -a, -um: birjinen, birjinaren, birjina-, dontzeilen, dontzeilaren, dontzeila-, neskasoen, neskasoaren, neskaso- (virginea sagitta: birjinaren gezia, Dianaren gezia; virgineae urnae: birjinen ontziak, Danaideen ontzi zulodunak; virgineae volucres: hegazti birjinak, Harpiak; virginea ara: birjinen aldarea,Vestaren aldarea; focus virgineus: birjinaren sua, Vestaren sua).
16960	L103943	virginitās, -ātis, f.: birjintasun.
16961	L103944	virgo, -inis, f.: birjina, dontzeila, neskaso, neskatila (v. Phoebea: Feboren maite birjina, Dafne; v. Saturnia: Saturnoren alaba birjina, Vesta; v. dea: jainkosa birjina, Diana nahiz Astrea; virginis aequor: Heles neskatilaren itsasoa, Helesponto).
