EGOKITUA	UNIDECODE	JATORRIZKOA	SARASOLA	SARASOLA1745	WIKIDATA	OEH	OEHLINK
asmazioa	asmacioa	aſmacioa	asmazio		asmazio	asmazio	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=asmazio
laster	laster	laſter	laster		laster	laster	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=laster
agudo	agudo	agudo	agudo		agudo	agudo	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=agudo
biziro	biciro	biciró	biziro				
lasterrera	lasterrera	laſterrera					
sruintasuna	sruñtasuna	ſruñtaſuna					
lasterra	lasterra	laſterra	laster		laster	laster	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=laster
frunta	frunta	frunta					
bizia	bicia	bicia	bizi		bizi	bizi	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=bizi
prest	prest	preſt	prest				
uertu	uertu	uertu					
oguzita	ogucita	ogucita					
nasbagea	nasbaguea	nasbaguea	nasbage	nasbage			
oguzitu	ogucitu	ogucitu					
nasbagetu	nasbaguetu	nasbaguetu					
oguzitua	ogucitua	ogucitua					
&k	&c	&c					
humaskida	humasquida	humaſquidá					
bidumezta	bidumezta	bidumezta					
humaskidaria	humasquidaria	humaſquidaria					
bidumeztaria	bidumeztaria	bidumeztaria					
humakitu	humaquitu	humaquitu					
bidumeztu	bidumeztu	bidumeztu					
humaskitua	humasquitua	humaſquitua					
publikar	publicar	publicar					
dibulgar	divulgar	divulgar					
ugaraitu	ugaraitu	ugaraitu					
geitxo irago	gueicho irago	gueicho irago					
jarkiro	jarquiro	jarquiro					
grinaldiro	griñaldiro	griñaldiro					
grinaz	griñaz	griñáz					
grinatsur	griñatsur	griñatſur					
lisniaz	lisniaz	liſniáz					
lisnaldiro	lisnaldiro	liſnaldiro					
lisnatiro	lisnatiro	liſnatiro					
aoieraz	aoyeraz	aoyeraz					
aiertiro	ayertiro	ayertiró					
jarkia	jarquia	jarquia	jarki		jarki	jarki	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=jarki
grina	griña	griñá	grina		grina	grina	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=grina
lisua	lisua	liſuá					
aiera	ayera	ayerá					
jareuitua	jareuitua	jareuitua					
grinatua	griñatua	griñatua	grinatu		grinatu	grinatu	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=grinatu
grinatjua	griñatjua	griñatjua					
grinariai	griñariai	griñariai					
griinaduna	griiñaduna	griiñaduna					
lisnatua	lisnatua	liſnatua				lisnatu	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=lisnatu
uieria	vyeria	vyeria					
aiertia	ayertia	ayertia					
irapera	irapera	irapera					
iraperea	iraperea	iraperea					
iraperaria	iraperaria	iraperaria					
iraperagarria	iraperagarria	iraperagarria				iraperagarri	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=iraperagarri
iraeratua	iraeratua	iraeratua					
eutitsaskaia	eutitsascaya	eutitſaſcaya					
bilarta	billarta	billartá	bilart				
batsaria	batsaria	batſaria					
bilmaitza	bilmaitza	bilmaitza					
urregoira	urregoira	urregoira					
urrejeoia	urregeoya	urregeoya					
aiaria	aiaria	aiaria					
aipalea	aipalea	aipalea					
gogienlea	goguienlea	goguienlea					
gogniiendaria	gogniiendaria	gogniiendaria					
aipatu	aipatu	aipatu	aipatu		aipatu	aipatu	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=aipatu
gogibendu	goguibendu	goguibendu					
gogartu	gogartu	gogartu	gogartu				
aipatua	aipatua	aipatua	aipatu		aipatu	aipatu	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=aipatu
gogartua	gogartua	gogartua	gogartu			gogartu	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=gogartu
dindea	dindea	dindea				dinde	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=dinde
dindekoa	dindecoa	dindecoa					
doidekoa	doidecoa	doidecoa					
la gindekoa	la guindecoa	la guindecoa					
proportzion	proporcion	proporcion					
dindetua	dindetua	dindetua					
&k	&c	&c					
gai	gai	gai	gai		gai	gai	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=gai
entregn egin	entregn eguin	entregn eguin					
aitu	aitu	aitu					
entregntu	entregntu	entregntu					
gai	gai	gai	gai		gai	gai	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=gai
entregu egina	entregu eguiña	entregú eguiña					
aipa	aipa	aipa					
aipamena gogibea	aipamena goguibea	aipamena goguibea					
gogarta	gogarta	gogartá					
propositoa	propositoa	propoſitoa	proposito				
Dianagusia	Dianagusia	Dianaguſia					
egokiro	egoquiro	egoquiro	egokiro	egokiro			
ditxakiro	dichaquiro	dichaquiro					
dominio	dominio	dominio					
menpetaria	mempetaria	mempetaria				menpetari	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=menpetari
berea	berea	berea	bere			bere	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=bere
nerea	nerea	nerea					
zurea	zurea	zurea					
egokia	egoquia	egoquia	egoki		egoki	egoki	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=egoki
ditxakia	dichaquia	dichaquia				ditxaki	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=ditxaki
dago kana	dago cana	dago cana					
ainbatda	aimbatda	aimbatda					
dagotona	dagotona	dagotona					
berez	berez	berez	berez				
bereburuz	bereburuz	bereburuz					
gogibena	goguibena	goguibena				gogiben	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=gogiben
gaztelua	gaztelua	gaztelua	gaztelu		gaztelu	gaztelu	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=gaztelu
aldeeragitea	aldeeraguitea	aldeeraguitea					
eragoatea	eragoatea	eragoatea					
taldia	taldia	taldia					
dindea	dindea	dindea				dinde	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=dinde
doidea	doidea	doidea				doide	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=doide
taldiatu	taldiatu	taldiatu					
dindetu	dindetu	dindetu					
doidetu	doidetu	doidetu					
taldiatua	taldiatua	taldiatua				taldiatu	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=taldiatu
taldiazea	taldiazea	taldiazea					
geiteda	gueiteda	gueiteda					
geitera	gueitera	gueitera					
guzitedatu	gucitedatu	gucitedatu					
geiteratu	gueiteratu	gueiteratu					
guzitedatua	gucitedatua	gucitedatua					
gorbotatu	gorbotatu	gorbotatu					
zelotoskaria	celotoscaria	celotoſcaria					
zelotoskoa	celotoscoa	celotoſcoa					
kasta	casta	caſta	kasta		kasta	kasta	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=kasta
jenerazion	generacion	generacion					
eripetu	eripetu	eripetu	eripetu	eripetu			
eripetua	eripetua	eripetua	eripetu	eripetu		eripetu	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=eripetu
eripea	eripea	eripea					
jargoaita	jargoaita	jargoaita					
aurrandea	aurrandea	aurrandea					
jargoitgarria	jargoitgarria	jargoitgarria				jargoitgarri	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=jargoitgarri
jargoaitu	jargoaitu	jargoaitu					
aurrandetu	aurrandetu	aurrandetu	aurrandetu	aurrandetu			
jargoaitua	jargoaitua	jargoaitua					
&k	&c	&c					
akio	aquio	aquio					
zakitza	zaquitza	zaquitza					
bekio	bequio	bequio					
zaki-	zaqui-	zaqui-					
bekitza	bequitza	bequitza					
fedaldaia	fedaldaya	fedaldaya					
zelotoskina	celotosquiña	celotoſquiña					
ondegizula	ondeguizula	ondeguizula					
oguzkindea	oguzquindea	oguzquindea				oguzkinde	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=oguzkinde
afektazion	afectacion	afectacion					
grabedad	gravedad	gravedad					
doatsuro	doatsuro	doatſuró					
zori onez	zori onez	zori onez					
rastu	rastu	raſtu					
patu onekoa	patu onecoa	patu onecoa				patu oneko	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=patu oneko
zori onekoa egin	zori onecoa eguin	zori onecoa eguin					
doatsutua	doatsutua	doatſutua					
&k	&c	&c					
doatsuera	doatsuera	doatſuera					
doatsutasuna	doatsutasuna	doatſutaſuna					
patu ona	patu ona	patu ona					
zori ona	zori ona	zori ona					
doatsua	doatsua	doatſua					
zori onekoa	zori onecoa	zori onecoa					
patu onekoa	patu onecoa	patu onecoa				patu oneko	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=patu oneko
arageita	aragueita	aragueita					
arageitzea	aragueitzea	aragueitzea					
arageitu	aragueitu	aragueitu					
arageitatu	aragueitatu	aragueitatu					
aragetia	araguetia	araguetia					
estalpea	estalpea	eſtalpea	estalpe	estalpe	estalpe	estalpe	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=estalpe
estalparia	estalparia	eſtalparia					
estalparia	estalparia	eſtalparia					
estalpetu	estalpetu	eſtalpetu	estalpetu				
estalpetua	estalpetua	eſtalpetua	estalpetu				
lekoitiro	lecoitiro	lecoitiro					
lekoitia	lecoitia	lecoitia				lekoiti	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=lekoiti
lekoitia	lecoitia	lecoitia				lekoiti	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=lekoiti
lekoititsua	lecoititsua	lecoititſua					
lekoitiduna	lecoitiduna	lecoitiduna					
lekoititu	lecoititu	lecoititu					
jegarpetu	gegarpetu	gegarpetu					
gogarpetua	gogarpetua	gogarpetua				gogarpetu	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=gogarpetu
ots eragokiz	ots eragoquiz	ots eragoquiz					
gogarpetaria	gogarpetaria	gogarpetaria					
izkiraburua	izquiraburua	izquiraburua					
lonkeriola	lonqueriola	lonqueriola					
lesendakieta	lesendaquieta	leſendaquieta					
lesendakina	lesendaquiña	leſendaquiña				lesendakin	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=lesendakin
lenotarioa	lenotarioa	lenotarioa					
learaudea	learaudea	learaudea				learaude	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=learaude
pasar adelante	passar adelante	paſſar adelante					
protxua	prochua	prochua				protxu	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=protxu
progoisoa	progoisoa	progoiſoa					
etontzak	etontzac	etontzac				etontz	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=etontz
protxuro	prochuro	prochuro					
progoisoro	progoisoro	progoiſoro					
ondo	ondo	ondó	ondo		ondo	ondo	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=ondo
ongi	ongui	ongui	ongi		ongi	ongi	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=ongi
onikairo	onicairo	onicairo					
onikaia	onicaya	onicaya				onikai	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=onikai
etontsua	etontsua	etontſua					
prokbugarria	procbugarria	procbugarria					
aurreratua	aurreratua	aurreratua	aurreratu		aurreratu	aurreratu	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=aurreratu
aitzindua	aitzindua	aitzindua	aitzindu		aitzindu	aitzindu	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=aitzindu
ornitzailea	ornitzallea	ornitzallea					
ornitekintza	ornitequintza	ornitequintza					
ornitu	ornitu	ornitu					
zuzkitu	zuzquitu	zuzquitu	zuzkitu	zuzkitu			
jabildu	jabildu	jabildu					
ornitua	ornitua	ornitua					
&k	&c	&c					
ornidura	ornidura	ornidura					
zuzkidura	zuzquidura	zuzquidura			zuzkidura	zuzkidura	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=zuzkidura
jaio	jayo	jayo	jaio		jaio	jaio	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=jaio
etorri	etorri	etorri	etorri		etorri	etorri	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=etorri
sortu	sortu	ſortu	sortu		sortu	sortu	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=sortu
esangiro	esanguiro	eſanguiro					
esangia	esanguia	eſanguia	esangi			esangi	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=esangi
astasuro	astasuro	aſtaſuro					
arretakiro	arretaquiro	arretaquiro					
letarta	letarta	letartá	letarta	letarta			
letartakoa	letartacoa	letartacoa				letartako	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=letartako
letartaria	letartaria	letartaria					
letartatzailea	letartatzallea	letartatzallea					
artatsu	artatsu	artatſu	artatsu		artatsu	artatsu	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=artatsu
letartatsua	letartatsua	letartatſua					
arre-	arre-	arre-					
iBrobintzia	iBrovincia	iBrovincia					
prointzialera	proincialera	proincialera					
orni-	orni-	orni-					
zuzkidura	zuzquidura	zuzquidura			zuzkidura	zuzkidura	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=zuzkidura
jabiltza	jabiltza	jabiltzá					
naidarra	naidarra	naidarra				naidar	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=naidar
probisoria	provisoria	proviſoria					
ahaika	ahaica	ahaicá	ahaika	ahaika	ahaika	ahaika	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=ahaika
ataika	ataica	ataicá	ataika	ataika			
ahaikaria	ahaicaria	ahaicaria	ahaikari	ahaikari	ahaikari	ahaikari	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=ahaikari
ataikaria	ataicaria	ataicaria					
ahaikatzailea	ahaicatzallea	ahaicatzallea	ahaikatzaile	ahaikatzaile			
ataikatzailea	ataicatzallea	ataicatzallea					
ahaikatu	ahaicatu	ahaicatu	ahaikatu	ahaikatu			
ataikatn	ataicatn	ataicatn					
ahaikatua	ahaicatua	ahaicatua	ahaikatu	ahaikatu		ahaikatu	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=ahaikatu
&k	&c	&c					
ahaikagarria	ahaicagarria	ahaicagarria					
ataikagarria	ataicagarria	ataicagarria					
urragoro	urragoro	urragoro					
urbilagoro	urbillagoro	urbillagoró					
aldeagoro	aldeagoro	aldeagoro					
aldea	aldea	aldea	alde		alde	alde	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=alde
aldekoa	aldecoa	aldecoa	aldeko		aldeko	aldeko	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=aldeko
urkoa	urcoa	urcoa					
lagunureoa	lagunureoa	lagunureoa					
ekarautu	ecarautu	ecarautu					
ekarautua	ecarautua	ecarautua					
ekaraua	ecaraua	ecaraua					
zgiera	zguiera	zguiera					
zuhurtzia	zuhurtzia	zuhurtzia	zuhurtzia		zuhurtzia	zuhurtzia	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=zuhurtzia
zur-	zur-	zur-					
zogia	zoguia	zoguia	zogi	zogi	zogi	zogi	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=zogi
zurra	zurra	zurra	zurra	zurra	zurra	zurra	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=zurra
zuhurra	zuhurra	zuhurra	zuhur		zuhur	zuhur	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=zuhur
gomartia	gomartia	gomartia				gomarti	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=gomarti
zogiro	zoguiro	zoguiro	zogiro	zogiro			
zuhurkiro	zuhurquiro	zuhurquiro					
gomartiro	gomartiro	gomartiro					
bedoia	bedoya	bedoya				bedoi	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=bedoi
bilabidea	billabidea	billabidea				bilabide	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=bilabide
dantzkia	danzquia	danzquia					
prueba	prueba	prueba					
ledantzkia	ledanzquia	ledanzquia					
diantzkia	dianzquia	dianzquia					
bilabidea	billabidea	billabidea				bilabide	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=bilabide
proba	proba	proba	proba	proba	proba	proba	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=proba
Salmoak kantatzea	Salmoac cantatzea	Salmoac cantatzea					
Salmoen	Salmoen	Salmoen					
Salmista	Salmista	Salmiſta					
Salmoa	Salmoa	Salmoa					
salmodia	salmodia	ſalmodia					
Salterioa	Salterioa	Salterioa					
larrinera	larrinera	larrinera					
erabera	erabera	erabera					
adizkondea	adizcondea	adizcondea					
otsandea	otsandea	otſandea	otsande	otsande			
otxandia	ochandia	ochandia				otxandi	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=otxandi
deia	deia	deia	dei		dei	dei	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=dei
otsandetaria	otsandetaria	otſandetaria					
otxandetaria	ochandetaria	ochandetaria					
otsandetu	otsandetu	otſandetu					
otxanditu	ochanditu	ochanditu					
publikatu	publicatu	publicatu	publikatu		publikatu	publikatu	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=publikatu
deiak egin agertu	deiac eguin aguertu	deiac eguin aguertu					
gerra otsandarazi	guerra otsandaraci	guerra otſandaraci					
agertarazi	aguertaraci	aguertaraci	agertarazi	agertarazi			
otsandea	otsandea	otſandea	otsande	otsande			
otxandia	ochandia	ochandia				otxandi	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=otxandi
otsandekia	otsandequia	otſandequia					
otxandikia	ochandiquia	ochandiquia					
agerria	aguerria	aguerria	agerri			agerri	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=agerri
agiria	aguiria	aguiria	agiri		agiri	agiri	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=agiri
