LAR_LEMMA_EGOKITUA	ANCHORTEXT	ANCHORLINK	EUS_CANDIDATES
rebanar	rebanar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#rebanar	ocorrac, cer rac, erraguetac eguin, cerrabana, á cada rebanada, rebanada@difserente, cerrabana, cerrabanar, rebanar
rebanado	rebanado	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#rebanado	cerrac, erregueteac eguiña
rebañadera	rebañadera	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#rebañadera	cacoiaill
r	r	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#r	atzordoitua, erdoitua erdoitsua, ugertsua, astuto, tretero
rebañio	rebañio	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#rebañio	taldea, saldoa, berbateatu, berriz batayatn
rebaptizado	rebaptizado	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#rebaptizado	berriz bateatua
rebatar	rebatar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#rebatar	arrebatar
relate	relate	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#relate	jaitea
rebiatiia	rebiatiia	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#rebiatiia	arrebatiña
rebatir	rebatir	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#rebatir	iraitzi, arbuyatu, latir
reeio	reeio	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#reeio	iraitzia, &c
rebato	rebato	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#rebato	errebatoa, erribaotua, errebatora, erribatzera jo, despreveido
rebaar	rebaar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#rebaar	baro, cerbaquitu, guichitu, urritu
rebajado	rebajado	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#rebajado	cerbaquitua, &c
rebaja	rebaja	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#rebaja	cerbaquita, guichiera, urriera
rebajo	rebajo	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#rebajo	ico errartea, odia
re	re	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#re	largatu, arutzitu, utzi
reelato	reelato	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#reelato	menaldetua, becaindua
rebelde	rebelde	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#rebelde	menaldetia, becaindia
rebeld	rebeld	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#rebeld	menaldeera, becaindeera, menaldeera, &c, guaruic, chiquibat, zaldieciteza, cealquicada
rebenque	rebenque	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#rebenque	arraunarien cealquia
rebentar	rebentar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#rebentar	reventar
rebien	rebien	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#rebien	chit ondó
rebisavuelo	rebisavuelo	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#rebisavuelo	erenaitona, erenasaba
rebiznieto	rebiznieto	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#rebiznieto	erenloiba, erenaurbz, eren aurbasoa
reble	reble	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#reble	nalgas
rebociño	rebociño	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#rebociño	igozaquia, bicernaquia, barrengo trunculloa
rebolver	rebolver	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#rebolver	revoler
reboñar	reboñar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#reboñar	acenia ugueitatu
rebosadra	rebosadra	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#rebosadra	gaindia, gaindea, gañeztea
rebosar	rebosar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#rebosar	gañeztu, gañeztatu, gañez eguin, gaindatu
rebotadura	rebotadura	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#rebotadura	errebotaera, berbotaera
rebotar	rebotar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#rebotar	errebotatu, berbotatu
rebotado	rebotado	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#rebotado	errebotatua
rebotarse	rebotarse	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#rebotarse	galtzera asi
rebote	rebote	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#rebote	errebota, errebotea, berbotea
rebotica	rebotica	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#rebotica	boticostea boticatzea
rebotiga	rebotiga	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#rebotiga	trastienda
rebotin	rebotin	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#rebotin	biguerná
rebozar	rebozar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#rebozar	arrebozar
rebozo	rebozo	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#rebozo	embozo
rebramar	rebramar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#rebramar	berriz orroatu
rebudiar	rebudiar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#rebudiar	furruncatu
retueno	retueno	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#retueno	onona, ona
rebujar	rebujar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#rebujar	arrebujar
rebujo	rebujo	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#rebujo	bildaquia
rebullir	rebullir	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#rebullir	iguitu, muguitu
rebultado	rebultado	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#rebultado	rebuelto
reburujar	reburujar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#reburujar	bil-
reburujado	reburujado	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#reburujado	bildaquitua
reburujon	reburujon	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#reburujon	bildaquiña
rebusca	rebusca	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#rebusca	utza-, billa
rebusca	rebusca2	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#rebusca2	residuo
rebuscar	rebuscar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#rebuscar	utzabildu, utzabillatu
rebuznar	rebuznar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#rebuznar	ocorroatu
rebuzno	rebuzno	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#rebuzno	ocorroa
recabar	recabar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#recabar	ardietsi
recabado	recabado	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#recabado	ardietsia
recadero	recadero	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#recadero	mensagero
recado	recado	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#recado	mandatua, mandatalgoa, gogadia, joairitza
recado	recado2	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#recado2	goraincia
recado	recado3	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#recado3	equipearra, segnruan, guiltza@pean, ascoadiña
recaer	recaer	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#recaer	berterori, berriz erori, jautsi
recaer	recaer2	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#recaer2	berteritu, bercaisotu, berriz eritu, gaisotu, berriz-
recaer	recaer3	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#recaer3	etorri, datorquit, datorquizu, &c
recaida	recaida	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#recaida	berterostea, berriz erortea, jaustea
recaida	recaida2	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#recaida2	berteripena, bercaisoera, berrizcoa
recalar	recalar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#recalar	gueldazatu
recalar	recalar2	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#recalar2	aicea jaiquitzea
recalcadamente	recalcadamente	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#recalcadamente	tincaturo, calcatuquiro
recalcar	recalcar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#recalcar	calcatu, tincatu
recalcarse	recalcarse	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#recalcarse	berriztatu
recalcitrar	recalcitrar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#recalcitrar	retroceder
recalzar	recalzar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#recalzar	chulatu
recalzo	recalzo	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#recalzo	birmacola
rccalzar	rccalzar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#rccalzar	sendopetu
recamar	recamar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#recamar	gainloratu, goloreztatu
recamado	recamado	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#recamado	gainloratua, &c
recamara	recamara	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#recamara	camara, gambara, gambarostea
recamara	recamara2	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#recamara2	bidabearra
recambiar	recambiar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#recambiar	cambiargbiigambiatu
recambiado	recambiado	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#recambiado	birgambiatua
recambio	recambio	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#recambio	birgambioa
recamo	recamo	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#recamo	gainlor
recancanilla	recancanilla	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#recancanilla	errencabllla, errenca, ibilli, ibillia, errenca, ibilli, urgunca, maquica, ibiltea
recancanilla	recancanilla2	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#recancanilla2	retintin
recantacion	recantacion	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#recantacion	palinodia
recanton	recanton	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#recanton	eglcarria
recapacitacion	recapacitacion	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#recapacitacion	oroitiratia
recapacitar	recapacitar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#recapacitar	oroitirabiatu
recapacitado	recapacitado	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#recapacitado	oroitirabiatua
recapitalacion	recapitalacion	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#recapitalacion	hitzaburra
recapitular	recapitular	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#recapitular	hitzaburtu
recapitulado	recapitulado	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#recapitulado	bitzaburtua
recarga	recarga	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#recarga	errecarga
recargar	recargar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#recargar	errecargatu, berriz cargatu
recargado	recargado	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#recargado	errecargatua
recargo	recargo	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#recargo	errecargua
recata	recata	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#recata	birdastá
recatadamente	recatadamente	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#recatadamente	beaquiñez, beazquiró, iragarrezquiro
recatar	recatar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#recatar	birdastatu, berriz dastatu
recatado	recatado	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#recatado	beaquindua, eziragarria
recatarse	recatarse	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#recatarse	beaquindu, ez-, iragarri
recatado	recatado2	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#recatado2	beaquiuduna, eziragarlea
recatado	recatado3	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#recatado3	honesto, modesto
recatear	recatear	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#recatear	rejatear
recato	recato	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#recato	beaquiña, eziragarria
recato	recato2	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#recato2	honestidad, modestia
recaton	recaton	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#recaton	regaton
recaton	recaton2	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#recaton2	c doa
recatonazo	recatonazo	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#recatonazo	condocada
recaudacion	recaudacion	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#recaudacion	cobratzea, escateratzea
recaudador	recaudador	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#recaudador	cobratzallea, escateraria
recaudar	recaudar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#recaudar	cobratu, escateratu
recaudado	recaudado	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#recaudado	cobratua, &c
recaudo	recaudo	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#recaudo	escaterz, cobrantzá
recaulo	recaulo	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#recaulo	recado
recabr	recabr	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#recabr	birtaitzurtu, berriz aitzurtu
recavado	recavado	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#recavado	birtaitzurtua
recazar	recazar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#recazar	atzitu
recazo	recazo	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#recazo	euscarpea
recebir	recebir	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#recebir	recibir
recejar	recejar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#recejar	cejar
recelar	recelar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#recelar	erreccla, zelo, recelatu, bildur izan
recelador	recelador	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#recelador	rezelador, zelo
recelo	recelo	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#recelo	errecelua, erreceloa, bildurra
receloso	receloso	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#receloso	errecelotia, errecelotsua, bildurtia
reeentadura	reeentadura	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#reeentadura	levadura
recetal	recetal	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#recetal	achuria, arcumea
recentar	recentar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#recentar	leudar
recepcion	recepcion	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#recepcion	etartzea
receptaculo	receptaculo	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#receptaculo	etarcaya, ontzia, 27
receptador	receptador	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#receptador	estaltzallea
receptar	receptar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#receptar	estali, ezcutatu
receptarse	receptarse	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#receptarse	acogerse
recepto	recepto	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#recepto	receptaculo
receptor	receptor	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#receptor	recetor
receta	receta	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#receta	erreceta, sentarana
receta	receta2	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#receta2	oroitarau
recetar	recetar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#recetar	errecetatu, sentarautu
recetado	recetado	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#recetado	errecetatua, &c
recetario	recetario	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#recetario	sentarauteguia
rechazar	rechazar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#rechazar	erabotatu, iraitzi, arbuyatu
rechazado	rechazado	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#rechazado	iraitzia, &c
rechazo	rechazo	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#rechazo	erabota, erabotea, biurtera
rechinador	rechinador	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#rechinador	irringaria
rechinamiento	rechinamiento	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#rechinamiento	irring
rechinar	rechinar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#rechinar	irringcatu
rechino	rechino	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#rechino	rechinamiento
rechoncho	rechoncho	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#rechoncho	boilla, biribilla
reciamente	reciamente	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#reciamente	aguitz
recibidor	recibidor	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#recibidor	etartzallea
recibidero	recibidero	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#recibidero	etarquizuna, etargarria
recibimiento	recibimiento	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#recibimiento	etarrera, etartzea
recibimiento	recibimiento2	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#recibimiento2	etarteguia
recibir	recibir	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#recibir	etartu
recibido	recibido	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#recibido	etartua
recibo	recibo	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#recibo	erreciboa, contaraua, recibimiento, apaindua, etarraldizcoa egodtea
reciedumbre	reciedumbre	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#reciedumbre	portiztasuna
recien	recien	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#recien	berria
recien	recien2	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#recien2	jayo berria
recien	recien3	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#recien3	erdi berria
recien	recien4	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#recien4	etorri@berria
reciente	reciente	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#reciente	berria, oraingoa
recientemente	recientemente	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#recientemente	berrirò, orañago
recinto	recinto	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#recinto	bollesia, barrutia, icherza
recio	recio	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#recio	errecioa, erraz cia, erra, errecia, Aguitzá, portitza, indartsua
recio	recio2	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#recio2	muquerra, portitza
recio	recio3	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#recio3	aguitz, aguitzago
recipiente	recipiente	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#recipiente	etartzallea, artzallea
reciprocamente	reciprocamente	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#reciprocamente	elcargander
reciprocar	reciprocar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#reciprocar	elcargandu
reciprocado	reciprocado	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#reciprocado	elcargandua
reciproco	reciproco	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#reciproco	elcarduna, elcarganquia
recision	recision	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#recision	iñolaztea
recitar	recitar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#recitar	hitzaldiatu
recitado	recitado	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#recitado	hitzaldiatua
recitado	recitado2	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#recitado2	hitzaldicoa
recitativo	recitativo	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#recitativo	hitzaldicoa
reciura	reciura	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#reciura	reciedumbre
reclamacion	reclamacion	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#reclamacion	eraigoratzea, eraigora
reclamar	reclamar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#reclamar	eraigoratu
reclamar	reclamar2	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#reclamar2	deitotsitu
reclamarse	reclamarse	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#reclamarse	deitotsitu, elcar deitu
reclamo	reclamo	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#reclamo	deitosquiña
reclamo	reclamo2	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#reclamo2	reclamacion
reclamo	reclamo3	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#reclamo3	deicarria
recle	recle	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#recle	utsalcdia
reclinar	reclinar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#reclinar	eratzin
reclinado	reclinado	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#reclinado	etziña
reclinarse	reclinarse	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#reclinarse	etzin, eratzin
reclinatorio	reclinatorio	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#reclinatorio	etzincaya
recluilr	recluilr	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#recluilr	arachi
recluido	recluido	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#recluido	arachia
reclusion	reclusion	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#reclusion	araistea
reclusion	reclusion2	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#reclusion2	araisteguia
reclusorio	reclusorio	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#reclusorio	
recluta	recluta	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#recluta	diagueita
recluta	recluta2	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#recluta2	diagucitarra
reclutar	reclutar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#reclutar	diagueitu, diagueitatu
reclutado	reclutado	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#reclutado	diagueitua
recobrar	recobrar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#recobrar	bircobratul berriz cobratu, coberatu
recobrado	recobrado	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#recobrado	nerogandua, hiregandua, &c
recobrarse	recobrarse	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#recobrarse	repararse
recobrarse	recobrarse2	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#recobrarse2	beregandu
recobrarme	recobrarme	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#recobrarme	neregandu, neuregandu
recobrarte	recobrarte	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#recobrarte	hiregandu, Lureganda, ure-, gandu
recobrarnos	recobrarnos	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#recobrarnos	gueregandu, gueuregandu
recobraros	recobraros	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#recobraros	ceureg@andu
recobro	recobro	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#recobro	bircobera, bircobrua
recocer	recocer	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#recocer	birtegosi, bertegosi
recocido	recocido	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#recocido	birtegosia
reeore	reeore	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#reeore	eries, eeoña
recodir	recodir	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#recodir	
recodo	recodo	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#recodo	zocobia, zocalondoa
recogedero	recogedero	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#recogedero	bilteguia
recogedor	recogedor	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#recogedor	biltzallea, biltaria, batzallea, bataria, biribillaria, biribillatzallea
recogido	recogido	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#recogido	bildua, &c
recoger	recoger	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#recoger	encoger, estrechar
recoger	recoger2	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#recoger2	guardar
recogerse	recogerse	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#recogerse	bildu, &c
recogerse	recogerse2	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/R#recogerse2	retirarse
